"id_norma","tipo_norma","numero_norma","clase_norma","organismo_origen","fecha_sancion","numero_boletin","fecha_boletin","pagina_boletin","titulo_resumido","titulo_sumario","texto_resumido","observaciones","texto_original","texto_actualizado","modificada_por","modifica_a"
"374356","Disposición","139","","ADUANA PASO DE LOS LIBRES","2022-11-04","35041","2022-11-07","70","VENTA DE MERCADERIAS","ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS","AUTORIZAR LA VENTA DE LAS MERCADERIAS, EN EL ESTADO EN QUE SE ENCUENTRAN Y EXHIBEN CON LA DEBIDA ANTELACION Y BAJO MODALIDAD ELECTRONICA-, DE ACUERDO AL VALOR BASE Y CON LAS OBSERVACIONES QUE EN CADA CASO SE INDICAN EN EL ANEXO IF-2022-02017238-AFIP-SEIODVOPAL#SDGOAI QUE INTEGRA LA PRESENTE.","","","","0",""
"374312","Decisión Administrativa","1109","","JEFATURA DE GABINETE DE MINISTROS","2022-11-04","35041","2022-11-07","7","DESIGNACION","MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE","DASE POR DESIGNADO CON CARACTER TRANSITORIO, A PARTIR DEL 1° DE OCTUBRE DE 2022 Y POR EL TERMINO DE CIENTO OCHENTA (180) DIAS HABILES, AL ABOGADO MAXIMILIANO RODRIGO DEFEUDI (D.N.I. N° 33.209.885) EN EL CARGO DE DIRECTOR DE PRESUPUESTO Y CONTABILIDAD DE LA DIRECCION GENERAL DE ADMINISTRACION Y FINANZAS DE LA SUBSECRETARIA DE GESTION ADMINISTRATIVA DEL MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE, NIVEL B - GRADO 0 DEL CONVENIO COLECTIVO DE TRABAJO SECTORIAL DEL PERSONAL DEL SISTEMA NACIONAL DE EMPLEO PUBLICO (SINEP), HOMOLOGADO POR EL DECRETO N° 2098/08.","","","","0",""
"374311","Decisión Administrativa","1106","","JEFATURA DE GABINETE DE MINISTROS","2022-11-04","35041","2022-11-07","6","DESIGNACION","ADMINISTRACION DE PARQUES NACIONALES","DASE POR DESIGNADO CON CARACTER TRANSITORIO, A PARTIR DEL 19 DE SEPTIEMBRE DE 2022 Y POR EL TERMINO DE CIENTO OCHENTA (180) DIAS HABILES CONTADOS A PARTIR DE LA FECHA DE LA PRESENTE MEDIDA, AL LICENCIADO ARIEL FERNANDO QUIROGA (D.N.I. Nº 28.262.574) EN EL CARGO DE INTENDENTE DEL PARQUE NACIONAL EL LEONCITO DE LA DIRECCION NACIONAL DE OPERACIONES DE LA ADMINISTRACION DE PARQUES NACIONALES, ORGANISMO DESCENTRALIZADO ACTUANTE EN LA ORBITA DEL MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE, NIVEL C - GRADO 0 DEL CONVENIO COLECTIVO DE TRABAJO SECTORIAL DEL PERSONAL DEL SISTEMA NACIONAL DE EMPLEO PUBLICO (SINEP), HOMOLOGADO POR EL DECRETO N° 2098/08.","","","","0",""
"375757","Resolución","274","","AGENCIA DE ADMINISTRACION DE BIENES DEL ESTADO","2022-11-04","35058","2022-11-30","25","MUNICIPALIDAD DE RIO PRIMERO DE LA PROVINCIA DE CORDOBA","AGENCIA DE ADMINISTRACION DE BIENES DEL ESTADO","OTORGASE A LA MUNICIPALIDAD DE RIO PRIMERO DE LA PROVINCIA DE CORDOBA UN PERMISO DE USO PRECARIO Y GRATUITO RESPECTO DEL INMUEBLE DE PROPIEDAD DEL ESTADO NACIONAL, EN JURISDICCION DEL MINISTERIO DE TRANSPORTE  ADMINISTRACION DE INFRAESTRUCTURAS FERROVIARIAS SOCIEDAD DEL ESTADO, COMPRENDIDO DENTRO DEL CUADRO DE ESTACION RIO PRIMERO (CC) - LINEA: BELGRANO - RAMAL: CC.(CBA), DE LA LOCALIDAD DE RIO PRIMERO, DEPARTAMENTO DE RIO PRIMERO, PROVINCIA DE CORDOBA, IDENTIFICADO CATASTRALMENTE COMO: DEPARTAMENTO: 25 - PEDANIA: 8 - LOCALIDAD: 40 - CIRCUNSCRIPCION: 1 - SECCION: 1 - MANZANA: 60 - PARCELA: 4 (PARTE), VINCULADO AL CIE 1400009712/26, CONTANDO CON UNA SUPERFICIE TOTAL APROXIMADA DE DOS MIL CINCUENTA METROS CUADRADOS (2.050 M2), SEGUN SE DETALLA EN EL PLANO-2021-82033447-APN-DSCYD#AABE, QUE COMO ANEXO I FORMA PARTE INTEGRANTE DE LA PRESENTE MEDIDA, A LOS FINES DE DESTINARLO AL PROYECTO 'NUEVO CENTRO CULTURAL RIO PRIMERO' QUE CONTENDRA ESPACIOS VERDES DONDE SE DESARROLLARAN ACTIVIDADES MULTIDISCIPLINARIAS PARA BENEFICIO DE TODA LA COMUNIDAD.","","http://servicios.infoleg.gob.ar/infolegInternet/anexos/375000-379999/375757/norma.htm","","0","1"
"374343","Resolución","754","","SECRETARIA DE ENERGIA","2022-11-04","35041","2022-11-07","52","ASISTENCIA ECONOMICA TRANSITORIA","MINISTERIO DE ECONOMIA","APRUEBASE UNA EROGACION CON CARACTER DE ASISTENCIA ECONOMICA TRANSITORIA, EN EL MARCO DE LO DISPUESTO EN LA RESOLUCION N° 809 DE FECHA 20 DE AGOSTO DE 2021 DE LA SECRETARIA DE ENERGIA DEL MINISTERIO DE ECONOMIA Y SUS MODIFICACIONES, CORRESPONDIENTE AL PERIODO DE AGOSTO DE 2021 A DICIEMBRE DE 2022 POR LA SUMA DE PESOS TRESCIENTOS VEINTE MILLONES DIECISEIS MIL QUINIENTOS CATORCE CON NOVENTA Y SIETE CENTAVOS ($ 320.016.514,97) DE ACUERDO CON EL DETALLE OBRANTE EN EL ANEXO (IF-2022-83540734-APNDGL# MEC), QUE FORMA PARTE INTEGRANTE DE LA PRESENTE MEDIDA.","","http://servicios.infoleg.gob.ar/infolegInternet/anexos/370000-374999/374343/norma.htm","","0",""
"374408","Resolución","482","","MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE","2022-11-04","35042","2022-11-08","43","COMITE DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO - APRUEBESE LO ACTUADO","MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE","APRUEBESE LO ACTUADO POR EL COMITE DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO CONFORMADO POR RESOLUCION N° 193 DEL 11 DE MAYO DE 2022 DEL MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE (RESOL-2022-193-APN-MAD), RESPECTO DE LAS POSTULACIONES DE LOS AGENTES INDIVIDUALIZADOS EN EL ANEXO I (IF-2022-114763206-APN-DGYAP#MAD) DE LA PRESENTE, QUIENES REVISTEN ACTUALMENTE EN LA PLANTA PERMANENTE DE ESTE MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE, ENCASILLADOS EN LOS CARGOS, NIVELES, AGRUPAMIENTOS, GRADOS Y TRAMOS DEL SISTEMA NACIONAL DE EMPLEO PUBLICO ALLI CONSIGNADOS.","","","","0","1"
"374419","Resolución","712","Sintetizada","SERVICIO NAC. DE SANIDAD Y CALIDAD AGROALIMENTARIA","2022-11-04","35042","2022-11-08","67","ASIGNACION DE FUNCIONES - PRORROGA","SERVICIO NACIONAL DE SANIDAD Y CALIDAD AGROALIMENTARIA","PRORROGUESE, A PARTIR DEL 21 DE JULIO DE 2022 Y POR EL TERMINO DE SEIS (6) MESES CONTADOS DESDE EL DICTADO DE LA PRESENTE MEDIDA, LA ASIGNACION TRANSITORIA DE FUNCIONES COMO COORDINADOR REGIONAL DE PROTECCION VEGETAL DE LA DIRECCION DE CENTRO REGIONAL ENTRE RIOS, DEPENDIENTE DE LA DIRECCION NACIONAL DE OPERACIONES DEL SERVICIO NACIONAL DE SANIDAD Y CALIDAD AGROALIMENTARIA, AL INGENIERO AGRONOMO D. DAMIAN ALFREDO SLONGO (M.I. N° 16.850.471), DISPUESTA POR LA RESOLUCION N° RESOL-2021-120-APN- MAGYP DEL 30 DE JUNIO DE 2021 DEL ENTONCES MINISTERIO DE AGRICULTURA, GANADERIA Y PESCA Y PRORROGADA MEDIANTE LA RESOLUCION Nº RESOL-2022-35-APN-PRES#SENASA DEL 20 DE ENERO DE 2022 DEL CITADO SERVICIO NACIONAL, QUIEN REVISTA EN EL AGRUPAMIENTO OPERATIVO, CATEGORIA PROFESIONAL, GRADO 7, TRAMO PRINCIPAL DEL CONVENIO COLECTIVO DE TRABAJO SECTORIAL PARA EL PERSONAL DEL REFERIDO SERVICIO NACIONAL, HOMOLOGADO POR EL DECRETO Nº 40 DEL 25 DE ENERO DE 2007, AUTORIZANDOSE EL CORRESPONDIENTE PAGO DE LA FUNCION DIRECTIVA IV.","","","","0","1"
"374411","Resolución","756","","SECRETARIA DE ENERGIA","2022-11-04","35042","2022-11-08","51","LICITACION PUBLICA NACIONAL - APRUEBASE","MINISTERIO DE ECONOMIA","APRUEBASE EL PROCEDIMIENTO CORRESPONDIENTE A LA LICITACION PUBLICA NACIONAL N° 3/2022 PARA LA 'PROVISION E INSTALACION DE EQUIPOS FOTOVOLTAICOS E INSTALACIONES INTERNAS EN EDIFICIOS DE CENTROS DE ATENCION PRIMARIA DE SALUD-CAPS', EN EL MARCO DEL PROYECTO DE ENERGIAS RENOVABLES PARA ZONAS RURALES DE ARGENTINA (PERMER), PRESTAMO BIRF 8484-AR.","","","","0","2"
"374323","Resolución","303","","CONSEJO NACIONAL DE COORDINACION DE POLITICAS SOCIALES","2022-11-04","35041","2022-11-07","20","DESIGNACIONES","CONSEJO NACIONAL DE COORDINACION DE POLITICAS SOCIALES","DESIGNASE EN LA PLANTA PERMANENTE DEL CONSEJO NACIONAL DE COORDINACION DE POLITICAS SOCIALES DE LA PRESIDENCIA DE LA NACION, A LOS AGENTES QUE SE DETALLAN EN EL IF-2022-117679327-APNDRRHH#CNCPS, QUE COMO ANEXO I FORMA PARTE DE LA PRESENTE.","","","","0",""
"374352","Resolución","572","Sintetizada","ENTE NACIONAL REGULADOR DE LA ELECTRICIDAD","2022-11-04","35041","2022-11-07","67","TRANSPA S.A.","ENTE NACIONAL REGULADOR DE LA ELECTRICIDAD","OTORGAR EL CERTIFICADO DE CONVENIENCIA Y NECESIDAD PUBLICA SOLICITADO POR LA EMPRESA DE TRANSPORTE DE ENERGIA ELECTRICA POR DISTRIBUCION TRONCAL DE LA PATAGONIA SOCIEDAD ANONIMA (TRANSPA S.A.) PARA LA REALIZACION DE LA OBRA QUE CONSISTE EN LA PROVISION, INSTALACION Y PUESTA EN SERVICIO DE UN (1) TRANSFORMADOR TRIFASICO DE 330/132/33 KV DE 120/120/40 MVA; LA CONEXION DEL NUEVO TRANSFORMADOR A BARRAS PRINCIPALES (I Y II) DE 330 KV, COMPLETANDO EL CAMPO Nº 10 CON LOS RESPECTIVOS SECCIONADORES DE BARRA, INTERRUPTOR DE POTENCIA, TRANSFORMADORES DE INTENSIDAD, TRANSFORMADORES DE TENSION Y DESCARGADORES; Y LA CONEXION DEL NUEVO TRANSFORMADOR A LA BARRA DE TRANSFERENCIA DE 330 KV (BARRA III) MEDIANTE SECCIONADOR EN LA ESTACION TRANSFORMADORA (ET) PUERTO MADRYN.","","http://servicios.infoleg.gob.ar/infolegInternet/anexos/370000-374999/374352/norma.htm","","0",""
"374314","Decisión Administrativa","1107","","JEFATURA DE GABINETE DE MINISTROS","2022-11-04","35041","2022-11-07","10","PROCESO DE COMPRA - ADJUDICASE","MINISTERIO DE EDUCACION","ADJUDICASE LA TOTALIDAD DE LOS RENGLONES DE LA CONTRATACION DIRECTA POR ADJUDICACION SIMPLE POR EXCLUSIVIDAD IDENTIFICADA COMO PROCESO DE COMPRA Nº 82-0110-CDI22 A LA FIRMA AIQUE GRUPO EDITOR S.A. (CUIT 30-62855613-6), POR LA SUMA DE PESOS MIL CINCUENTA Y CUATRO MILLONES OCHENTA Y DOS MIL CINCUENTA Y DOS CON 27/100 ($1.054.082.052,27).","","","","0","1"
"374608","Disposición","829","","AGENCIA NACIONAL DE SEGURIDAD VIAL","2022-11-04","35044","2022-11-10","90","VALORACION POR EVALUACION Y MERITO PARA LA PROMOCION DE NIVEL - APRUEBESE","AGENCIA NACIONAL DE SEGURIDAD VIAL","APRUEBASE LA VALORACION POR EVALUACION Y MERITO PARA LA PROMOCION DE NIVEL EFECTUADA POR EL COMITE DE VALORACION DE ESTA AGENCIA NACIONAL DE SEGURIDAD VIAL MEDIANTE ACTA N° IF-2022-112738931-APNDCCYFV# ANSV DE FECHA 20/10/2022 Y LA CONVERSION DEL CARGO RESPECTIVO CON RELACION AL AGENTE Y DE CONFORMIDAD CON EL DETALLE QUE SE CONSIGNA EN EL ARTICULO SIGUIENTE.","","","","0","1"
"374328","Resolución","102","","INST.NAC. CENTRAL UNICO COORD. ABLACION E IMPLANTE","2022-11-04","35041","2022-11-07","28","DESIGNACION - PRORROGA","INSTITUTO NACIONAL CENTRAL UNICO COORDINADOR DE ABLACION E IMPLANTE","DASE POR PRORROGADA A PARTIR DEL DIA 27 DE SEPTIEMBRE DE 2022 Y POR EL TERMINO DE CIENTO OCHENTA (180) DIAS HABILES, LA DESIGNACION TRANSITORIA DE LA DRA. LILIANA ELBA BISIGNIANO (DNI Nº17.072.047), COMO DIRECTORA DE LA DIRECCION CIENTIFICA TECNICA DEL INSTITUTO NACIONAL CENTRAL UNICO COORDINADOR DE ABLACION E IMPLANTE (INCUCAI), NIVEL A GRADO 0, AUTORIZANDOSE EL CORRESPONDIENTE PAGO DE LA FUNCION EJECUTIVA II DEL CONVENIO COLECTIVO DE TRABAJO SECTORIAL DEL PERSONAL DEL SISTEMA NACIONAL DE EMPLEO PUBLICO (SINEP), HOMOLOGADO POR EL DECRETO N° 2098/08 Y MODIFICATORIOS.","","","","0","1"
"374432","Disposición","1176","","POLICIA DE SEGURIDAD AEROPORTUARIA","2022-11-04","35042","2022-11-08","83","REGLAMENTO DE SEGURIDAD DE LA AVIACION - APRUEBESE","POLICIA DE SEGURIDAD AEROPORTUARIA","DEROGUESE EL APENDICE 4 DEL PROGRAMA NACIONAL DE SEGURIDAD DE LA CARGA AEREA, APROBADO POR LA DISPOSICION PSA N° 244/17.  APRUEBESE EL REGLAMENTO DE SEGURIDAD DE LA AVIACION (RSA) N° 31 'REGIMEN DE ELABORACION, PRESENTACION, EVALUACION Y APROBACION DE LOS PROGRAMAS DE SEGURIDAD DE EMPRESAS VINCULADAS CON LA CARGA Y EL CORREO' COMO ANEXO (DI-2022-118971162-APN-DDA#PSA), Y LOS ANEXOS I (DI-2022-118973514-APN-DDA#PSA), II (DI-2022-118973626-APN-DDA#PSA) Y III (DI-2022-118975531-APN-DDA#PSA) QUE INTEGRAN LA PRESENTE DISPOSICION.","","http://servicios.infoleg.gob.ar/infolegInternet/anexos/370000-374999/374432/norma.htm","","0","3"
"374668","Decisión Administrativa","1103","","JEFATURA DE GABINETE DE MINISTROS","2022-11-04","35045","2022-11-11","13","DESIGNACION","ADMINISTRACION NACIONAL DE LABORATORIOS E INSTITUTOS DE SALUD 'DR. CARLOS G. MALBRAN'","DESIGNASE CON CARACTER TRANSITORIO, A PARTIR DE LA FECHA DE LA PRESENTE MEDIDA Y POR EL TERMINO DE CIENTO OCHENTA (180) DIAS HABILES, AL FARMACEUTICO DIEGO LIONEL MAZZA (D.N.I. Nº 18.114.227) EN EL CARGO DE JEFE DEL SERVICIO SUEROS TERAPEUTICOS DEL DEPARTAMENTO VACUNAS Y SUEROS DEL INSTITUTO NACIONAL DE PRODUCCION DE BIOLOGICOS DE LA ADMINISTRACION NACIONAL DE LABORATORIOS E INSTITUTOS DE SALUD 'DR. CARLOS G. MALBRAN' (ANLIS), ORGANISMO DESCENTRALIZADO ACTUANTE EN LA ORBITA DEL MINISTERIO DE SALUD, CATEGORIA PROFESIONAL ADJUNTO, GRADO INICIAL DEL CONVENIO COLECTIVO DE TRABAJO SECTORIAL DEL PERSONAL PROFESIONAL DE LOS ESTABLECIMIENTOS HOSPITALARIOS Y ASISTENCIALES E INSTITUTOS DE INVESTIGACION Y PRODUCCION DEL MINISTERIO DE SALUD HOMOLOGADO POR EL DECRETO Nº 1133/09.","","","","0",""
"374353","Resolución","573","Sintetizada","ENTE NACIONAL REGULADOR DE LA ELECTRICIDAD","2022-11-04","35041","2022-11-07","67","TRANSNOA S.A.","ENTE NACIONAL REGULADOR DE LA ELECTRICIDAD","OTORGAR EL CERTIFICADO DE CONVENIENCIA Y NECESIDAD PUBLICA (CCYNP) SOLICITADO POR LA EMPRESA DE TRANSPORTE DE ENERGIA ELECTRICA POR DISTRIBUCION TRONCAL DEL NOROESTE ARGENTINO SOCIEDAD ANONIMA (TRANSNOA S.A.), A REQUERIMIENTO DE LA EMPRESA DE DISTRIBUCION ELECTRICA DE SALTA SOCIEDAD ANONIMA (EDESA S.A.), CONSISTENTE EN LA HABILITACION DE UN PUNTO DE CONEXION DE 13,2 KV EN LA ESTACION TRANSFORMADORA (ET) 132/33/13,2 KV JOAQUIN V. GONZALEZ.","","http://servicios.infoleg.gob.ar/infolegInternet/anexos/370000-374999/374353/norma.htm","","0",""
"374429","Disposición","1173","","POLICIA DE SEGURIDAD AEROPORTUARIA","2022-11-04","35042","2022-11-08","79","PROGRAMA DE SEGURIDAD DE ESTACION AEREA DEL AEROPUERTO DE PASO DE LOS LIBRES","POLICIA DE SEGURIDAD AEROPORTUARIA","DEROGUESE LA DISPOSICION PSA N° 294/15. APRUEBESE EL PROGRAMA DE SEGURIDAD DE ESTACION AEREA DEL AEROPUERTO DE PASO DE LOS LIBRES, QUE COMO ANEXO (IF-2022-114913048-APN-DROPAIV#PSA) INTEGRA LA PRESENTE DISPOSICION.","LA PRESENTE NORMA NO SE RELACIONA CON SU ANTECEDENTE - DISPOSICION 294/2015 DE LA POLICIA DE SEGURIDAD AEROPORTUARIA - PORQUE, SEGUN NUESTROS REGISTROS, NO SE HABRIA PUBLICADO EN BOLETIN OFICIAL.","http://servicios.infoleg.gob.ar/infolegInternet/anexos/370000-374999/374429/norma.htm","","0","2"
"374415","Resolución","1566","","MINISTERIO DE TRABAJO, EMPLEO Y SEGURIDAD SOCIAL","2022-11-04","35042","2022-11-08","58","RESOLUCION 33/2009 - MODIFICACION","MINISTERIO DE TRABAJO, EMPLEO Y SEGURIDAD SOCIAL","SUSTITUYASE EL ARTICULO 2° DE LA RESOLUCION DE LA SECRETARIA DE SEGURIDAD SOCIAL N° 33 DEL 5 NOVIEMBRE DE 2009. SUSTITUYASE EL SEGUNDO PARRAFO DE LA REGLAMENTACION DEL ARTICULO 1º, INCISO C), CONTENIDA EL ANEXO DE LA RESOLUCION DE LA SECRETARIA DE SEGURIDAD SOCIAL N° 33 DEL 5 NOVIEMBRE DE 2009","","http://servicios.infoleg.gob.ar/infolegInternet/anexos/370000-374999/374415/norma.htm","","0","1"
"374357","Disposición","152","","ADUANA SANTO TOME","2022-11-04","35041","2022-11-07","71","VENTA DE MERCADERIAS","ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS","AUTORIZAR LA VENTA DE LAS MERCADERIAS, EN EL ESTADO EN QUE SE ENCUENTRAN Y EXHIBEN CON LA DEBIDA ANTELACION, Y BAJO MODALIDAD DE SUBASTA PUBLICA, POR INTERMEDIO DEL BANCO DE LA CIUDAD DE BUENOS AIRES, DE ACUERDO A LOS VALORES BASE Y CON LAS OBSERVACIONES QUE EN CADA CASO SE INDICAN EN EL ANEXO IF-2022-02013658- AFIP-ADSATO#SDGOAI, QUE FORMA PARTE INTEGRANTE DEL PRESENTE ACTO.","","","","0",""
"374342","Resolución","752","","SECRETARIA DE ENERGIA","2022-11-04","35041","2022-11-07","50","EXXONMOBIL EXPLORATION AND PRODUCTION OFFSHORE ARGENTINA S.R.L. Y QP OIL AND GAS S.A.U.,","MINISTERIO DE ECONOMIA","OTORGASE A LAS EMPRESAS EXXONMOBIL EXPLORATION AND PRODUCTION OFFSHORE ARGENTINA S.R.L. Y QP OIL AND GAS S.A.U., LA EXTENSION POR UN (1) AÑO DEL PLAZO DEL PRIMER PERIODO EXPLORATORIO DEL PERMISO DE EXPLORACION OTORGADO SOBRE EL AREA MLO_113.","","","","0","2"
"374313","Decisión Administrativa","1104","","JEFATURA DE GABINETE DE MINISTROS","2022-11-04","35041","2022-11-07","9","DESIGNACION","SUPERINTENDENCIA DE SERVICIOS DE SALUD","DASE POR DESIGNADO, A PARTIR DEL 1° DE NOVIEMBRE DE 2020 Y HASTA EL 1° DE MAYO DE 2022, AL LICENCIADO DIEGO IGNACIO AMANTO (D.N.I. N° 31.915.442) EN EL CARGO DE COORDINADOR DE COMPRAS Y PATRIMONIO DE LA SUBGERENCIA DE PRESUPUESTO Y CONTABILIDAD DE LA GERENCIA DE ADMINISTRACION DE LA GERENCIA GENERAL DE LA SUPERINTENDENCIA DE SERVICIOS DE SALUD, ORGANISMO DESCENTRALIZADO ACTUANTE EN LA ORBITA DEL MINISTERIO DE SALUD, NIVEL B - GRADO 0 DEL CONVENIO COLECTIVO DE TRABAJO SECTORIAL DEL PERSONAL DEL SISTEMA NACIONAL DE EMPLEO PUBLICO (SINEP), HOMOLOGADO POR EL DECRETO N° 2098/08.","","","","0",""
"374431","Disposición","1175","","POLICIA DE SEGURIDAD AEROPORTUARIA","2022-11-04","35042","2022-11-08","82","REGLAMENTO DE SEGURIDAD DE LA AVIACION - APRUEBESE","POLICIA DE SEGURIDAD AEROPORTUARIA","APRUEBESE EL REGLAMENTO DE SEGURIDAD DE LA AVIACION (RSA) N° 27 'REPORTE DE INCIDENTES' Y SU ANEXO I, QUE COMO ANEXO (DI-2022-118910587-APN-DDA#PSA) INTEGRAN LA PRESENTE DISPOSICION.","","http://servicios.infoleg.gob.ar/infolegInternet/anexos/370000-374999/374431/norma.htm","","0","2"
"374425","Disposición","25","","SUBSECRETARIA DE INNOVACION ADMINISTRATIVA","2022-11-04","35042","2022-11-08","74","COLEGIO DE MEDICOS DE LA PROVINCIA DE SANTA FE","JEFATURA DE GABINETE DE MINISTROS","AUTORIZASE AL COLEGIO DE MEDICOS DE LA PROVINCIA DE SANTA FE DE LA 2DA. CIRCUNSCRIPCION, A CUMPLIR LAS FUNCIONES DE AUTORIDAD DE REGISTRO DE LA AUTORIDAD CERTIFICANTE DE LA PLATAFORMA DE FIRMA DIGITAL REMOTA (AC MODERNIZACION-PFDR).","","http://servicios.infoleg.gob.ar/infolegInternet/anexos/370000-374999/374425/norma.htm","","0","3"
"374310","Decisión Administrativa","1105","","JEFATURA DE GABINETE DE MINISTROS","2022-11-04","35041","2022-11-07","5","DESIGNACION","ADMINISTRACION DE PARQUES NACIONALES","DASE POR DESIGNADO CON CARACTER TRANSITORIO, A PARTIR DEL 1º DE OCTUBRE DE 2022 Y POR EL TERMINO DE CIENTO OCHENTA (180) DIAS HABILES CONTADOS A PARTIR DE LA FECHA DE LA PRESENTE MEDIDA, AL SEÑOR RUBEN ALBERTO AMARILLA (D.N.I. N° 17.968.948) EN EL CARGO DE DIRECTOR DE MERCADEO DE LA DIRECCION NACIONAL DE USO PUBLICO DE LA ADMINISTRACION DE PARQUES NACIONALES, ORGANISMO DESCENTRALIZADO ACTUANTE EN LA ORBITA DEL MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE, NIVEL B - GRADO 0 DEL CONVENIO COLECTIVO DE TRABAJO SECTORIAL DEL PERSONAL DEL SISTEMA NACIONAL DE EMPLEO PUBLICO (SINEP), HOMOLOGADO POR EL DECRETO N° 2098/08.","","","","0",""
"374413","Resolución","749","","MINISTERIO DE SEGURIDAD","2022-11-04","35042","2022-11-08","55","COMITE DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO - APRUEBESE LO ACTUADO","MINISTERIO DE SEGURIDAD","APRUEBESE LO ACTUADO POR EL COMITE DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO CONFORMADO POR LA RESOLUCION N° 356 DEL MINISTERIO DE SEGURIDAD DEL 15 DE JUNIO DE 2022 RESPECTO DE LA POSTULACION DEL AGENTE PABLO LUIS REBECCO (D.N.I. N° 22.623.777), QUIEN REVISTE ACTUALMENTE EN LA PLANTA PERMANENTE DE ESTE MINISTERIO, EN UN CARGO NIVEL D, GRADO 5, AGRUPAMIENTO PROFESIONAL, TRAMO GENERAL DEL CONVENIO COLECTIVO DE TRABAJO SECTORIAL DEL SISTEMA NACIONAL DE EMPLEO PUBLICO (SINEP), HOMOLOGADO POR EL DECRETO N° 2098 DEL 3 DE DICIEMBRE DE 2008 Y SUS MODIFICATORIOS.","","","","0","1"
"374405","Resolución","99","","INST.NAC. CENTRAL UNICO COORD. ABLACION E IMPLANTE","2022-11-04","35042","2022-11-08","40","DESIGNACION - PRORROGA","INSTITUTO NACIONAL CENTRAL UNICO COORDINADOR DE ABLACION E IMPLANTE","DASE POR PRORROGADA A PARTIR DEL DIA 1 DE NOVIEMBRE DE 2022 Y POR EL TERMINO DE CIENTO OCHENTA (180) DIAS HABILES, LA DESIGNACION TRANSITORIA DE LA DOCTORA ADRIANA CECILIA CARBALLA (DNI N°18.299.403), EN EL CARGO DE DIRECTORA DE LA DIRECCION DE ASUNTOS JURIDICOS DEL INSTITUTO NACIONAL CENTRAL UNICO COORDINADOR DE ABLACION E IMPLANTE (INCUCAI), NIVEL A GRADO 0, AUTORIZANDOSE EL CORRESPONDIENTE PAGO DE LA FUNCION EJECUTIVA II DEL CONVENIO COLECTIVO DE TRABAJO SECTORIAL DEL PERSONAL DEL SISTEMA NACIONAL DE EMPLEO PUBLICO (SINEP), HOMOLOGADO POR EL DECRETO N° 2098/08 Y MODIFICATORIOS, CON CARACTER DE EXCEPCION A LO DISPUESTO POR EL ARTICULO 14, TITULO II, CAPITULO III DEL REFERIDO CONVENIO.","","","","0","1"
"374437","Resolución","752","Sintetizada","SUPERINTENDENCIA DE SEGUROS DE LA NACION","2022-11-04","35042","2022-11-08","95","LANDS BROKER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A.","SEGUROS","INSCRIBIR EN EL REGISTRO DE SOCIEDADES DE PRODUCTORES DE SEGUROS, PARA EJERCER LA ACTIVIDAD DE INTERMEDIACION EN SEGUROS, EN EL TERRITORIO NACIONAL Y EN TODAS LAS RAMAS DEL SEGURO, A LANDS BROKER SOCIEDAD DE PRODUCTORES ASESORES DE SEGUROS S.A. (CUIT 30-71768660-4).","","","","0",""
"374404","Resolución","575","","ENTE NACIONAL REGULADOR DE LA ELECTRICIDAD","2022-11-04","35042","2022-11-08","39","EDENOR S.A. Y EDESUR S.A.","ENTE NACIONAL REGULADOR DE LA ELECTRICIDAD","INSTRUIR A LA EMPRESA DISTRIBUIDORA Y COMERCIALIZADORA NORTE SOCIEDAD ANONIMA (EDENOR S.A) Y A LA EMPRESA DISTRIBUIDORA SUR SOCIEDAD ANONIMA (EDESUR S.A.) A APLICAR EN SUS AREAS DE CONCESION, A PARTIR DE LAS CERO HORAS (00:00 H) DEL DIA 1 DE NOVIEMBRE DE 2022, PARA LOS CLUBES DE BARRIO Y DE PUEBLO QUE INTEGRAN EL LISTADO QUE CONFECCIONA AL RESPECTO EL MINISTERIO DE TURISMO Y DEPORTES O EL AREA QUE ESTE DISPONGA, EL CUADRO TARIFARIO ESTABLECIDO EN EL ARTICULO 2 DE LAS RESOLUCIONES ENRE Nº 554 Y Nº 555 AMBAS DE FECHA 2 DE NOVIEMBRE DE 2022, RESPECTIVAMENTE.","","http://servicios.infoleg.gob.ar/infolegInternet/anexos/370000-374999/374404/norma.htm","","0","3"
